member_id,member_primary_name,member_location,member_country
11882,Modestum Publishing Ltd,"Eastbourne, East Sussex, United Kingdom",United Kingdom
11883,Biodimension,"Kolkata, West Bengal, India",India
11884,Institute of Agriculture Science and Technology,"Gwangju, South Korea",South Korea
11885,Federal Reserve Bank of Atlanta,"Atlanta, GA, United States",United States
11886,IJS Press,United Kingdom,United Kingdom
11887,HanKuk Munhwa Sa Hak Hoe,"Gyeonggi, South Korea",South Korea
11888,Korean Society for Public Health and Medicine,"Seoul, South Korea",South Korea
11889,Centro de Investigaciones y Estudios Superiores en Antropologia Social,"Mexico City, Mexico",Mexico
11890,Callosum Neurology,"Denpasar, Bali, Indonesia",Indonesia
11891,Centre for Advanced Medieval Studies,"Belgrade, Serbia",Serbia
11892,The Kuwait Society for the Advancement of Arab Children,"Khitan, Kuwait",Kuwait
11893,Universidad Catolica Silva Henriquez,"Santiago, Chile",Chile
11894,Balai Bahasa Bali,"Denpasar, Bali, Indonesia",Indonesia
11895,Sociedad Mexicana de Historia de la Educacion AC,"Tlalpan, Ciudad de Mexico, Mexico",Mexico
11896,Instituto Politecnico de Viseu,"Viseu, Portugal",Portugal
11897,International Journal of Exlibris,"Istanbul, Turkey",Turkey
11898,The Association of Korean Cultural and Historical Geographers,"Seoul, South Korea",South Korea
11899,Journal of Cultural and Critical Studies,"Nijmegen, Netherlands",Netherlands
11900,Al-Qadisiyah Journal of Pure Science,"Al-Qadisiyah, Iraq",Iraq
11901,Fondazione Museo Delle Antichita Egizie,"Torino, Italy",Italy
11902,Polskie Towarzystwo Diagnostyki Technicznej,"Warsaw, Poland",Poland
11903,Journal of Electronic Science and Technology,"Chengdu, Sichuan, China",China
11904,Future Visions Journal,"Usak, Turkey",Turkey
11905,Gdansk University of Physical Education and Sport,"Gdansk, Poland",Poland
11907,Majalah BIAM,"Ambon Maluku, Indonesia",Indonesia
11908,"Sociedad Quimica de Mexico, A.C.","Ciudad de Mexico, Mexico",Mexico
11909,International Association of GeoChemistry (IAGC),"Columbus, OH, United States",United States
11910,Igdir Universitesi Ilahiyat Fakultesi,"Igdir, Turkey",Turkey
11911,Euro-Asian Accrediting Association,"Sacramento, CA, United States",United States
11913,ICC - The International Language Association,"Moscow, Russia",Russia
11914,Czech Moravian Psychological Society,"Prague 6, Prague, Czech Republic",Czech Republic
11915,Fundacio Scito,"Valencia, Spain",Spain
11916,Institut za Savremenu Istoriju,"Belgrade, Serbia",Serbia
11917,Revista SODEBRAS,Brazil,Brazil
11918,Fortune Institute of International Business,"New Delhi, Delhi, India",India
11920,Plurais - Revista Disciplinar,Brazil,Brazil
11921,Research Gateway Society,"Hyderabad, Sindh",Sindh
11922,Revista Brasileira de Medicina Veterinaria,Brazil,Brazil
11923,Revista da Sociedade de Cardiologia do Estado de Sao Paulo,Brazil,Brazil
11924,Navegando Publicacoes,Brazil,Brazil
11925,International Journal of Research in Bioscience & Agriculture Technology (IJRBAT),"Nagpur, Maharashtra, India",India
11926,Earthquake Science,"Beijing, China",China
11927,Revista Agronomia Brasileira,Brazil,Brazil
11928,Revista Brasileira de Fisica Medica,Brazil,Brazil
11929,Universidad Autonoma de Bucaramanga,Colombia,Colombia
11930,Revista Brasileira de Estudos em Seguranca Publica,Brazil,Brazil
11931,Apeejay Journal of Management  Technical Campus,"Jalandhar, India",India
11932,Revista Sem Aspas,Brazil,Brazil
11933,Chandannagar Medical Research Association (CMRA),"Chandannagar, West Bengal, India",India
11934,Revista Eclesiastica Brasileira,Brazil,Brazil
11935,Anais Educon UFS,Brazil,Brazil
11936,Revista Desafio Online,Brazil,Brazil
11937,JEDEM Journal of e-Democracy and Open Government,"Krems, Austria",Austria
11938,Universidad de Concepcion,"Concepcion, Chile",Chile
11939,Universitas Hamzanwadi,"Lombok Timur, Nusa Tenggara Barat, Indonesia",Indonesia
11940,Turk Noropsikiyatri Dernegi,"Istanbul, Turkey",Turkey
11941,Universitas Nusantara PGRI Kediri,"Kediri, Jawa Timur, Indonesia",Indonesia
11942,CPRM,Brazil,Brazil
11943,Inishmore Laser Scientific Publishing Ltd,"Edinburgh, United Kingdom",United Kingdom
11944,Universidade Federal Rural do Rio de Janeiro,"Nova Iguacu, Rio de Janeiro, Brazil",Brazil
11945,Ewha Research Institute of Nursing Science (ERINS),"Seoul, South Korea",South Korea
11946,Korean Association on Social Quality,"Suwon-si, Gyeonggi-do, South Korea",South Korea
11947,Korean Society for Language and Information,"Incheon, South Korea",South Korea
11948,Universitas Muhammadiyah Pontianak,"Pontianak, Kalimantan Barat, Indonesia",Indonesia
11949,Neadi TIS - Nucleo de Educacao a Distancia e Tecnologia da Informacao em Saude,Brazil,Brazil
11950,Bayt Publications,"Ankara, Turkey",Turkey
11951,The Society of Korean Language Education,South Korea,South Korea
11952,Royal Association for Science-led Socio-cultural Advancement (RASSA),"New Delhi, Delhi, India",India
11953,Scuola Normale Superiore - Edizioni della Normale,"Pisa, Italy",Italy
11954,Uhamka Press,"Kampung Rambutan, Jakarta Timur, Indonesia",Indonesia
11955,"INDTEC, C.A.","Barinas, Venezuela",Venezuela
11956,Canadian Society of Respiratory Therapists,"Ottawa, ON, Canada",Canada
11957,Instituto de Comunicacao e Informacao Cientifica e Tecnologica em Saude,Brazil,Brazil
11958,Federal Reserve Bank of Boston,"Boston, MA, United States",United States
11959,Qartuppi,"Hermosillo, Sonora, Mexico",Mexico
11961,Iraqi Journal of Cancer and Medical Genetics,"Baghdad, Iraq",Iraq
11962,Nineteenth-Century Art Worldwide,"Portland, ME, United States",United States
11963,Bilge International Journal of Science and Technology Research,"Isparta, Turkey",Turkey
11964,Our Language,"Moscow, Russia",Russia
11965,FSPSI SCFHHRP,"Irkutsk, Russia",Russia
11966,Osmanli Bilim Arastirmalari,"Istanbul, Turkey",Turkey
11967,Journal of Aviation,"Diyarbakir, Turkey",Turkey
11968,Journal of Energy Systems,"Ankara, Turkey",Turkey
11969,Cihannuma Tarih ve Cografya Arastirmalari Dergisi,"Gigli, Izmir, Turkey",Turkey
11970,The Journal of Social Science,"Diyarbakir, Turkey",Turkey
11971,Mutefekkir,"Aksaray, Turkey",Turkey
11972,Advances in Hospitality and Tourism Research,"Antalya, Turkey",Turkey
11973,College of Education for Pure Sciences Ibn Al-Haitham,"Baghdad, Iraq",Iraq
11974,Association of Life-span Studies,"Incheon, South Korea",South Korea
11975,MIIGAIK,"Moscow, Russia",Russia
11976,Korean Association of Slavic Languages,"Pusan, South Korea",South Korea
11977,Society for Korean Literature in Classical Chinese,"Jeonju, South Korea",South Korea
11978,Torch Trinity Center for Islamic Studies,"Seoul, South Korea",South Korea
11979,Human Development Science,Brazil,Brazil
11980,The Aviation Management Society of Korea,"Goyang, South Korea",South Korea
11981,University of Belgrade - Faculty of Architecture,"Belgrade, Serbia",Serbia
11982,Publishing House Baltija Publishing,"Riga, Latvia",Latvia
11983,Society for Music Theory,"Bloomington, IN, United States",United States
11984,Indonesian National Institute of Aeronautics and Space (LAPAN),"Jakarta Timur, DKI Jakarta, Indonesia",Indonesia
11985,The World Academy of Research in Science and Engineering,"Coimbatore, Tamilnadu, India",India
11986,Sukkur IBA University,"Sukkur, Sindh",Sindh
11988,Kielce University of Technology,"Kielce, Poland",Poland
11989,Pakistan Institute of Development Economics (PIDE),Islamabad,Islamabad
11990,Baghdad University College of Veterinary Medicine,"Baghdad, Iraq",Iraq
11991,Academy of IRMBR,"Peshawar, KPK",KPK
11992,The Journal of Collegiate Emergency Medical Services,"Philadelphia, PA, United States",United States
11993,Social Justice,"Berkeley, CA, United States",United States
11994,"Faculty of Journalism, Lomonosov Moscow State University","Moscow, Russia",Russia
11995,Editorial Committee of the Swedish Institutes at Athens and Rome (ECSI),"Stockholm, Sweden",Sweden
11996,Association of Metallurgical Engineers of Serbia,"Belgrade, Serbia",Serbia
11997,Universidad de Manizales,"Manizales, Colombia",Colombia
11998,Asociacion Universitaria de Educacion y Psicologia,"Almeria, Spain",Spain
11999,Universidad Americana,"Asuncion, Paraguay",Paraguay
12000,International Journal of Spermatology,"Athens, Greece",Greece
12001,Fundacion Miguel Lillo,"Tucuman, Argentina",Argentina
12002,Global Cooperation and Analytical Research Center Public Union,Baku,Baku
12003,Japan Society for Vascular Failure,Japan,Japan
12004,Associacao Portuguesa de Sociologia,"Lisboa, Portugal",Portugal
12005,Puslitbang tekMIRA,"Bandung, Indonesia",Indonesia
12006,Sun Publications,"Vijayawada, Andhra Pradesh, India",India
12007,Bilingual Publishing Co.,"Singapore, Singapore",Singapore
12008,Sinop Universitesi Sosyal Bilimler Dergisi,"Sinop, Turkey",Turkey
12009,International Journal of Business Society,"Nilai, Negeri Sembilan, Malaysia",Malaysia
12010,The Journal of Political Philosophy and Sociology of Politics,"Moscow, Russia",Russia
12011,Badan Penelitian dan Pengembangan Provinsi Sumatera Barat,"Padang, West Sumatera, Indonesia",Indonesia
12012,Acta Medica Alanya,"Alanya, Antalya, Turkey",Turkey
12013,College Administration and Economics,"Basrah, Iraq",Iraq
12014,The Journal of Multidisciplinary Research in Sustainability,"London, United Kingdom",United Kingdom
12015,The Journal of Turkic Language and Literature Surveys,"Kirsehir, Turkey",Turkey
12016,Publicaciones Latinoamericanas SRL,"Buenos Aires, Argentina",Argentina
12017,Ideas Spread,"New York, NY, United States",United States
12018,Uluslararasi Turk Lehce Arastirmalari Dergisi,"Elazig, Turkey",Turkey
12019,Adiyaman Universitesi Saglik Bilimleri Dergisi,"Adiyaman, Turkey",Turkey
12022,TAMAP,"Gaziantep, Sahinbey, Turkey",Turkey
12023,American Welding Society,"Miami, FL, United States",United States
12024,Progedit - Progetti Editoriali srl,"Bari, Italy",Italy
12025,Global Journal of Oral Science,Karachi,Karachi
12026,Politik Ekonomik Kuram,"Nigde, Turkey",Turkey
12027,King Abdullah Petroleum Studies and Research Center (KAPSARC),"Riyadh, Saudi Arabia",Saudi Arabia
12028,Biomedical Research Foundation,"Harrisburg, NC, United States",United States
12029,"The Institute of Medical Science, Chosun University","Gwangju, South Korea",South Korea
12030,University of Kufa,"Al-Najaf, Najaf Governorate, Iraq",Iraq
12031,Universitas Proklamasi 45 Yogyakarta,"Sleman, Yogyakarta, Indonesia",Indonesia
12032,Korea Copyright Commission,"Seoul, South Korea",South Korea
12033,GSC Online Press,"Jalgaon, Maharashtra, India",India
12034,Universidad Central - Colombia,"Bogota, Colombia",Colombia
12035,Korean Society of Chuna Manual Medicine Spine and Nerves,"Gyeonggi-do, South Korea",South Korea
12036,Revista Brasileira de Inovacao em Saude,Brazil,Brazil
12037,University of Dubai,"Dubai, United Arab Emirates",United Arab Emirates
12038,Faculty of Islamic Education and Teachers Training,"Meden, North Sumatra, Indonesia",Indonesia
12039,Universitas Muhammadiyah Gresik,"Gresik, East Java, Indonesia",Indonesia
12040,Korea Digital Publishing Society,"Paju-si, South Korea",South Korea
12041,Katonai Logisztika,Hungary,Hungary
12042,Politeknik Harapan Bersama Tegal,"Tegal, Jawa Tengah, Indonesia",Indonesia
12043,LPPM STIKES Guna Bangsa Yogyakarta,"Selman, Daerah Istimewa Yogyakarta, Indonesia",Indonesia
12044,Indonesian Association for Public Administration IAPA,"Sleman, Yogyakarta, Indonesia",Indonesia
12046,Institut Agama Islam Negeri Sultan Amai Gorontalo,"Gorontalo, Indonesia",Indonesia
12047,Revista Dialectus,Brazil,Brazil
12048,Current Research in Social Sciences,"Ankara, Turkey",Turkey
12049,Universitas Pasir Pengaraian,"Pasir Pengaraian, Riau, Indonesia",Indonesia
12050,Poltekkes Kemenkes Pontianak,"Metro, Lampung, Indonesia",Indonesia
12051,STKIP Nurul Huda,"Ogan Komering Ulu Timur, Sumatera Selatan, Indonesia",Indonesia
12052,Universitas Cokroaminoto Palopo,"Palopo, Sulawesi Selatan, Indonesia",Indonesia
12053,Journal18,"London, United Kingdom",United Kingdom
12054,Lembaga Publikasi Ilmiah dan Penerbitan Universitas Muhammadiyah Purwokerto,"Purwokerto, Purwokerto, Indonesia",Indonesia
12055,Universitas Abulyatama,"Aceh Besar, Aceh, Indonesia",Indonesia
12056,Universitas Pattimura,"Ambon, Maluku, Indonesia",Indonesia
12057,The Society of Korean Seowon,"Gyeongsan, Gyeongbuk, South Korea",South Korea
12058,STIKES Aisyah Pringsewu Lampung,"Pringsewu, Lampung, Indonesia",Indonesia
12059,Kocatepe Veteriner Dergisi,"Afyonkarahisar, Turkey",Turkey
12060,Universidade Federal de Grande Dourados,Brazil,Brazil
12061,Student Counseling Center at Sogang University,"Seoul, South Korea",South Korea
12062,Journal of Experimental Techniques and Instrumentation,Brazil,Brazil
12063,Korean Academy of Financial Consumer,"Seoul, South Korea",South Korea
12064,Universitas Muhammadiyah Sumatera Utara,"Medan, Sumatera Utara, Indonesia",Indonesia
12065,Fakultas Kesehatan Masyarakat Universitas Hasanuddin,"Makassar, Sulawesi Selatan, Indonesia",Indonesia
12066,STMIK IBBI,"Meden, Sumatera Utara, Indonesia",Indonesia
12068,Dialogues,"Raleigh, NC, United States",United States
12069,Ob-Ugric Institute of Applied Researches and Development,"Khanty-Mansiysk, Russia",Russia
12070,Anatolian Journal of Botany,"Karaman, Turkey",Turkey
12071,Harran Universitesi Ilahiyat Fakultesi Dergisi,"Sanliurfa, Turkey",Turkey
12072,Revista Pontos de Interrogacao,Brazil,Brazil
12073,GITR Film and Television School,"Moscow, Russia",Russia
12074,Dokuz Eyul Universitesi Saglik Bilimleri Enstitusu,"Izmir, Turkey",Turkey
12075,Turkish Academic Research Review,"Anatalya, Turkey",Turkey
12076,Cukurova Universitesi Ilahiyat Fakultesi Dergisi,"Adana, Turkey",Turkey
12077,TESAM Akademi,"Bursa, Turkey",Turkey
12078,Korean Association for Japanese Thought,"Seoul, South Korea",South Korea
12079,International Journal of Contemporary Tourism Research,"Izmir, Turkey",Turkey
12080,Caleidoscopio - Edicao e Artes,"Casal de Cambra, Portugal",Portugal
12081,Medical Informational Agency Publishers,"Moscow, Russia",Russia
12082,Universitas Islam Negeri (UIN) Sultan Thaha Saifuddin Jambi,"Muaro Jambi, Jambi, Indonesia",Indonesia
12083,Politeknik Negeri Padang,"Padang, Sumatera Barat, Indonesia",Indonesia
12084,Society of Petrophysicists and Well Log Analysts (SPWLA),"Houston, TX, United States",United States
12085,PPPM Stikes Syedza Saintika,"Padang, Indonesia",Indonesia
12086,Ikatan Konselor Indonesia (IKI),"Padang, West Sumatra, Indonesia",Indonesia
12087,Universitas 45 Surabaya,"Surabaya, Jawa Timur, Indonesia",Indonesia
12088,STMIK Sinar Nusantara Surakarta,"Surakarta, Jawa Tegah, Indonesia",Indonesia
12089,OAIMDD - EcoZone Publishing House,"Iasi, Romania",Romania
12090,STIKES Hang Tuah Surabaya,"Surabayara, Jawa Timur, Indonesia",Indonesia
12091,Badan Penelitian dan Pengembangan Hukum dan HAM,"Jakarta Selatan, DKI Jakarta, Indonesia",Indonesia
12092,Universitas Riau,"Pekanbaru, Riau, Indonesia",Indonesia
12093,Korea Association of the Law of Civil Procedure,"Seoul, South Korea",South Korea
12094,Sekolah Tinggi Teologi Intheos Surakarta,"Surakarta, Jawa Tengah, Indonesia",Indonesia
12095,STIKOM Tunas Bangsa Pematangsiantar,"Pematangsiantar, Medan, Indonesia",Indonesia
12096,Center for Experimental and Behavioral Public Administration,"Newark, NJ, United States",United States
12097,Universitas Muhammadiyah Kalimantan Timur,"Samarinda, Kalimantan Timur, Indonesia",Indonesia
12098,AMUB/Revue Medicale de Bruxelles,"Brussels, Belgium",Belgium
12099,Universitas Muhammadiyah Surabaya,"Surabaya, Indonesia",Indonesia
12100,International Journal of Green Technology,"Islamabad, Islamabad",Islamabad
12101,Journal of Agriculture Food and Development,N. Karachi,N. Karachi
12102,Sekolah Tinggi Ilmu Kesehatan Harapan Ibu Jambi,"Jambi, Indonesia",Indonesia
12103,Sekolah Tinggi Pariwisata Trisakti,"Bintaro, Jakarta, Indonesia",Indonesia
12104,Universitas Hang Tuah,"Surabaya, East Java, Indonesia",Indonesia
12105,Universitas Mathla ul Anwar Banten,"Pandeglang, Banten, Indonesia",Indonesia
12106,Journal of Physical Education and Sports Studies,"Istanbul, Turkey",Turkey
12107,Universitas Serang Raya,"Serang, Banten, Indonesia",Indonesia
12108,Mathews International Publishers,"Hyderabad, Telangana, India",India
12109,Suomen Antropologi: Journal of the Finnish Anthropological Society,Finland,Finland
12110,Nordia Geographical Publications,Finland,Finland
12111,AVAIN - Kirjallisuudentutkimuksen aikakauslehti,Finland,Finland
12112,Janus Sosiaalipolitiikan ja sosiaalityon tutkimuksen aikakauslehti,Finland,Finland
12113,Ajatus,Finland,Finland
12114,Scripta Instituti Donneriani Aboensis,Finland,Finland
12115,AFinLA-e: Soveltavan kielitieteen tutkimuksia,Finland,Finland
12116,Elore,Finland,Finland
12117,Kosmopolis,Finland,Finland
12118,Alue ja Ymparisto,Finland,Finland
12119,Terra,Finland,Finland
12120,Nordic Journal of Surveying and Real Estate Research,Finland,Finland
12121,Sosiaalipedagoginen aikakauskirja,Finland,Finland
12122,"Nicholson School of Communication, UCF","Orlando, FL, United States",United States
12123,Historiska och litteraturhistoriska studier,Finland,Finland
12124,Tribologia - Finnish Journal of Tribology,Finland,Finland
12125,Approaching Religion,Finland,Finland
12126,Kulttuurintutkimus,Finland,Finland
12127,AFinLAn vuosikirja,Finland,Finland
12128,Stowarzyszenie Menedzerow Jakosci i Produkcji,"Czestochowa, Poland",Poland
12129,Sananjalka,Finland,Finland
12130,Universitas Islam Sultan Agung,"Semarang, Jawa Tengah, Indonesia",Indonesia
12131,Bononia University Press,"Bologna, Italy",Italy
12132,ECO Journal,"Novosibirsk, Russia",Russia
12133,University of Technology,"Baghdad, Iraq",Iraq
12134,Turkish Journal of Marketing,"Bursa, Turkey",Turkey
12135,"FSBSI No. Caucasian FSC of Horticulture, Viticulture, and Wine Making","Krasnodar, Russia",Russia
12136,Neoplasia Research,"Gulshan-e-Iqbal, Karachi",Karachi
12137,Universidade do Estado do Mato Grosso - UNEMAT,Brazil,Brazil
12138,Australian and New Zealand Student Services Association Inc.,"Nathan, QLD, Australia",Australia
12139,Mining Industry Journal (Gornay Promishlennost),"Moscow, Russia",Russia
12140,Exeliq Publishing,"Gelugor, Penang, Malaysia",Malaysia
12141,Korean Institute of Smart Media,"Gwanju, South Korea",South Korea
12142,Stratejik ve Sosyal Arastirmalar Dergisi,"Burdur, Turkey",Turkey
12143,Nordregio,"Stockholm, Sweden",Sweden
12144,Edizioni Ca Foscari,"Venezia, Italy",Italy
12145,Revista Eletronica Ludus Scientiae,Brazil,Brazil
12146,Scientific and Technological Communications LLC,"Saint Petersburg, Russia",Russia
12147,World Ocean Development Institute,"Busan, South Korea",South Korea
12148,Results in Fixed Point Theory and Applications,"Vijayawada, Andhra Pradesh, India",India
12149,International Journal of Computer Engineering and Applications,"Jamshedpur, Jharkhand, India",India
12150,Russian Mineralogical Society,"Saint Petersburg, Russia",Russia
12151,Professional Edition Eastern Europe,"Kyiv, Ukraine",Ukraine
12152,Indonesian Journal of Cardiology,"Jakarta, Indonesia",Indonesia
12153,Educacao Quimica en Punto de Vista,Brazil,Brazil
12154,Journal of Istanbul Veterinary Sciences,"Istanbul, Turkey",Turkey
12155,"Revista Electronica de Conocimientos, Saberes y Practicas","Managua, Nicaragua",Nicaragua
12156,Uygulamali Yerbilimleri Dergisi,"Izmit-Kocaeli, Turkey",Turkey
12157,STMIK Pontianak,"Pontianak, Indonesia",Indonesia
12158,Cumhuriyet International Journal of Education,"Sivas, Turkey",Turkey
12159,"Farname, Inc.","Thornhill, ON, Canada",Canada
12160,Doxa Revista Brasileira de Psicologia e Educacao,Brazil,Brazil
12161,Revista Guara,Brazil,Brazil
12162,American Association of Legal Nurse Consultants,"Chicago, IL, United States",United States
12163,Mantar Dergisi,"Konya, Turkey",Turkey
12164,"Max Planck Institute for the Study of Crime, Security and Law","Freiburg, Germany",Germany
12165,Experimental Biomedical Research,"Bolu, Turkey",Turkey
12166,Uluslararasi Ticaret ve Ekonomi Arastirmalari Dergisi,"Kilis, Turkey",Turkey
12167,Illinois State University,"Normal, IL, United States",United States
12168,JSC VNIIOENG,"Moscow, Russia",Russia
12170,Finno Ugric Languages and Linguistics,Hungary,Hungary
12171,Bor Dergisi,"Ankara, Turkey",Turkey
12172,St. Petersburg State University of Culture,"St. Petersburg, Russia",Russia
12173,Ergoterapi ve Rehabilitasyon Dergisi,"Ankara, Turkey",Turkey
12174,The Korean Association of Women's Studies,"Seoul, South Korea",South Korea
12175,Iraqi Journal of Physics,"Baghdad, Iraq",Iraq
12176,International Journal of Chemical and Physical Sciences (IJCPS),"Amaravati, Maharashtra, India",India
12177,Politikatudomanyi szemle,Hungary,Hungary
12178,Kazan State Power Engineering University,"Kazan, Russia",Russia
12179,Humanist Publishing House,"Moscow, Russia",Russia
12180,Innovative Research Developers and Publishers,"Chennai, Tamil Nadu, India",India
12181,Institute of Marine Geology and Geophysics of the Far East Branch of the RAS,"Yuzhno-Sakhalinsk, Russia",Russia
12182,Business Style Publishers LLC,"Moscow, Russia",Russia
12183,University of Food Technologies - Plovdiv,"Plovdiv, Bulgaria",Bulgaria
12184,The University of Sydney Library,"Sydney, New South Wales, Australia",Australia
12185,Necmettin Erbakan University,"Konya, Turkey",Turkey
12186,Chhattisgarh Swami Vivekanand Technical University,"Newai, Chhattisgarh, India",India
12187,Universitas Sarjanawiyata Tamansiswa,"Yogyakarta, Yogyakarta, Indonesia",Indonesia
12188,Universitas Kediri,"Kediri, Jawa Timur, Indonesia",Indonesia
12189,Journal Kopertis 4,"Cimahi, West Java, Indonesia",Indonesia
12190,Brazilian Journal of Analytical Chemistry,Brazil,Brazil
12191,Universitas Islam Sumatera Utara,"Medan, Indonesia",Indonesia
12192,Institut Dirosat Islamiyah Al-Amien Prenduan Sumenep,"Sumenep, Jawa Timur, Indonesia",Indonesia
12193,Universitas Islam Lamongan,"Lamongan, Indonesia",Indonesia
12194,IKIP PGRI Bojonegoro,"Bojonegoro, Indonesia",Indonesia
12195,IAI Darussalam Blokagung,"Banyuwangi, Jawa Timur, Indonesia",Indonesia
12196,Universitas Wijaya Kusuma Surabaya,"Surabaya, Indonesia",Indonesia
12197,KTH Royal Institute of Technology,"Stockholm, Sweden",Sweden
12198,Fundacja General Elzbiety Zawackiej,"Torun, Poland",Poland
12199,Ivan Kozhedub Kharkiv National Air Force University KNAFU,"Sumska, Kharkiv, Ukraine",Ukraine
12200,Korea Fashion and Costume Design Association,"Seoul, South Korea",South Korea
12201,Tribunal Regional Federal da 2a Regiao,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil
12202,IJPBR,"Karnal, Haryana, India",India
12203,Nordisk judaistik/Scandinavian Jewish Studies,Finland,Finland
12204,Management Research Center,"Seoul, South Korea",South Korea
12205,"Faculty of Sciences, University of Novi Sad","Novi Sad, Serbia",Serbia
12207,Institute for Applied and Pure Mathematics (IMPA),"Rio de Janeiro, RJ, Brazil",Brazil
12208,American Interventional Headache Society Annals of Headache Medicine,"Bath, OH, United States",United States
12209,STAIN Kediri,"Kediri, East Java, Indonesia",Indonesia
12210,The Korean Society for Eco Early Childhood Education and Care,"Busan, South Korea",South Korea
12211,INAKOS International Association of Korean Literacy and Cultural Studies,"Seoul, South Korea",South Korea
12212,Institute of History and Archaeology of Ural Branch of Russian Academy of Science,"Ekaterinburg, Sverdlovskay, Russia",Russia
12213,"Intervencion, Revista Internacional de Conservacion, Restauracion y Museologia","Ciudad de Mexico, Mexico",Mexico
12214,FARC of the North-East named N.V. Rudnitskogo,"Kirov, Russia",Russia
12215,"Faculty of Engineering, University of Rijeka","Rijeka, Croatia",Croatia
12216,Russian Federal Centre of Forensic Science of the Ministry of Justice (RFCFS),"Moscow, Russia",Russia
12217,Korea Dance Movement Psychotherapy Association,"Asan-si, Chungcheongnam-do, South Korea",South Korea
12218,Dil ve Edebiyat Arastirmalari Dergisi,"Istanbul, Turkey",Turkey
12219,Ulusal Spor Bilimleri Dergisi,"Manisa, Turkey",Turkey
12220,CTOR Press,"Hoboken, NJ, United States",United States
12221,Federation of State Medical Boards,"Euless, TX, United States",United States
12222,Institut Teknologi dan Bisnis Widya Gama Lumajang,"Lumajang, Jawa Timur, Indonesia",Indonesia
12223,Al-Qadisiyah Journal for Engineering Sciences (QJES),"Addiwaniya, Iraq",Iraq
12225,FSBI Arctic and Antarctic Research Institute (FSBI AARI),"St. Petersburg, Russia",Russia
12226,The Korean Economic and Business Association,"Daegu, South Korea",South Korea
12227,"Secondary Education Institute, Kyungpook National University","Daegu, South Korea",South Korea
12228,Korean Neuropsychiatric Association,"Seoul, South Korea",South Korea
12229,Croatian Library Association,"Zagreb, Croatia",Croatia
12230,The Association of Yeongju Language and Literature,"Jeju, South Korea",South Korea
12232,CMM,"Coimbra - iParque, Lote 3 Antanhol, Coimbra, Portugal",Portugal
12233,Mimarlik Bilimleri ve Uygulamalari Dergisi,"Isparta, Turkey",Turkey
12234,Revista Estudos e Pesquisas em Administracao (Repad),Brazil,Brazil
12235,Ekonomi Politika ve  Finanas Arastirmalari  Dergisi,"Nevsehir, Turkey",Turkey
12236,Nevsehir Haci Bektas Veli Universitesi SBE Dergisi,"Nevsehir, Turkey",Turkey
12237,Institute of Technical and Scientific Research,"Jaipur, Rajasthan, India",India
12238,Uludag Universitesi Veteriner Fakultesi Dergisi,"Bursa, Turkey",Turkey
12239,Journal of Education and Future,"Ankara, Turkey",Turkey
12241,Universitas Aisyiyah Surakarta,"Surakarta, Jawa Tengah, Indonesia",Indonesia
12242,Asociacion Colombiana de Neumologia y Cirugia de Torax,"Bogota, Cundinamarca, Colombia",Colombia
12243,Escuela Colombiana de Rehabilitacion,"Bogota, Cundinamarca, Colombia",Colombia
12244,Intercontact Science,"Moscow, Russia",Russia
12245,Bilimsel Madencilik Dergisi,"Ankara, Turkey",Turkey
12246,Universitatea Petru Maior Targu Mures,Romania,Romania
12247,"Institute for Mongolian, Buddhist and Tibetan Studies of the SBRAS","Ulan-Ude, Buryatia, Russia",Russia
12248,"Ali Nihat Gokyigit Egitim, Saglik, Kultur, Sanat ve Dogal Varliklari Koruma Vakfi (ANG Vakfi)","Istanbul, Turkey",Turkey
12249,JACS Directory,"Thoothukudi, Tamil Nadu, India",India
12250,Acta INFOLOGICA,"Istanbul, Vezneciler, Turkey",Turkey
12251,Associacao Brasileira de Medicina e Cirurgia do Tornozelo e Pe (ABTPe),Brazil,Brazil
12252,Mehmet Akif Ersoy Universitesi Iktisadi ve Idari Bilimler Fakultesi Dergisi,"Burdur, Turkey",Turkey
12253,Pamukkale Universitesi Sosyal Bilimler Enstitusu Dergisi,"Denizli, Turkey",Turkey
12254,"Interdisciplinary Journal of Philosophy, Law and Economics",Brazil,Brazil
12255,Adnan Menderes Universitesi Sosyal Bilimler Enstitusu Dergisi,"Aydin, Turkey",Turkey
12256,Korean Association for Christian Scholarship,"Seoul, South Korea",South Korea
12257,Korean Journal of Agricultural Management and Policy,"Miryang, Gyeongnam, South Korea",South Korea
12258,American Association for Laboratory Animal Science,"Memphis, TN, United States",United States
12259,Interregional Public Organization Glaucoma Society,"Moscow, Russia",Russia
12260,Cesm-i Cihan Tarih Kultur ve Sanat Arastirmalari E-Dergisi,"Bartin, Turkey",Turkey
12261,The Korean School Mathematics Society,"Gongju, South Korea",South Korea
12262,Universitas Nahdlatul Ulama Sumatera Utara,"Medan, Sumatera Utara, Indonesia",Indonesia
12263,Universitas Bunda Mulia,"Jakarta Utara, Jakarta, Indonesia",Indonesia
12264,Universitas Islam Riau,"Peknabaru, Riau, Indonesia",Indonesia
12265,Revista Ciencias da Sociedade,Brazil,Brazil
12266,Politeknik Negeri Lhokseumawe,"Lhokseumawe, Aceh, Indonesia",Indonesia
